STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,GENDER,ETHNIC_ORIGIN,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EXEMPTTF,EMPLOYEE_PAY_BASIS,MANAGER_ID
Active,Planner,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,33,Generation X,Female,B,Successfully Meets Expectations,Not assigned,Semi-Mont,F,Salary,S3148
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,42,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1060
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,50,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S117
Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,26,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2588
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,62,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S4739
Active,Account Executive,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,45,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S501
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,22,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2500
Active,Supervisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,35,Generation X,Female,B,Meets & Exceeds,Not assigned,Semi-Mont,T,Salary,S4302
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,36,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1298
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S705
Terminated,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,39,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1777
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,44,Generation X,Male,B,Too New,Not assigned,Weekly,F,Hourly,S3655
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,20,Generation Y,Male,H,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3715
Active,Technician,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,50,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1885
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,39,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3609
Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,34,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S164
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Male,B,Exceeds,Not assigned,Bi-Weekly,F,Hourly,S2881
Active,Account Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,63,Boomer,Male,W,Developing/Meets Some,Not assigned,Monthly,T,Salary,S4911
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,33,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1962
Active,Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,40,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5772
Active,Forklift Driver,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,40,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1297
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,60,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2165
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,32,Generation X,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3757
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,45,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3403
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1965
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,60,Boomer,Male,B,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1211
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,47,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1100
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,50,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S39
Active,Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2338
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S2111
Active,Analyst,Operations-West,Operations,Product,Non-Union,Regular Employee FT,39,Generation X,Female,H,Meets & Exceeds,Not assigned,Weekly,F,Hourly,S2504
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,46,Generation X,Male,X,No Rating,No Rating,Bi-Weekly,F,Hourly,S94
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,59,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3342
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,26,Generation Y,Female,W,No Rating,No Rating,Weekly,F,Hourly,S3255
Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Male,W,Too New,Not assigned,Bi-Weekly,T,Salary,S4695
Active,Operator,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,42,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1613
Active,Manager,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,52,Boomer,Male,W,Successfully Meets Expectations,Strong Contributor,Semi-Mont,T,Salary,S4117
Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,27,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Daily,S859
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,36,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S232
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,22,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3741
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,61,Boomer,Male,W,Successfully Meets Expectations,Emerging Talent,Bi-Weekly,T,Salary,S4688
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,37,Generation X,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3571
Active,Supervisor,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,52,Boomer,Female,B,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S4709
Active,Technician,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,37,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1325
Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,39,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1007
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,23,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2603
Active,Clerk,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,62,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3887
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,31,Generation Y,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3745
Active,Forklift Driver,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,34,Generation X,Male,A,No Rating,No Rating,Bi-Weekly,F,Hourly,S1110
Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Female,X,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S1329
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,27,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1742
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,38,Generation X,Male,H,Developing/Meets Some,Not assigned,Weekly,F,Hourly,S3676
Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,62,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S4872
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,27,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S696
Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,41,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Semi-Mont,T,Salary,S4122
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,29,Generation Y,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Daily,S29
Active,Manager,Support,Support,Product,Non-Union,Regular Employee FT,54,Boomer,Male,W,Meets & Exceeds,Strong Contributor,Monthly,T,Salary,S5110
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2939
Active,Account Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,52,Boomer,Male,W,Successfully Meets Expectations,Mastery,Monthly,T,Salary,S5674
Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,26,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S2289
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,52,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S235
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,25,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S252
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,46,Generation X,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3310
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,20,Generation Y,Male,X,Too New,Not assigned,Weekly,F,Hourly,S3487
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,40,Generation X,Male,B,No Rating,No Rating,Weekly,F,Daily,S830
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,36,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S539
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2128
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,34,Generation X,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S455
Active,Clerk,Operations-West,Operations,Product,Non-Union,Regular Employee FT,49,Boomer,Male,H,Successfully Meets Expectations,Emerging Talent,Bi-Weekly,F,Hourly,S1978
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,39,Generation X,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S526
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S299
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,31,Generation X,Male,H,Successfully Meets Expectations,Emerging Talent,Bi-Weekly,F,Hourly,S628
Active,Supervisor,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,42,Generation X,Male,H,Successfully Meets Expectations,Emerging Talent,Semi-Mont,T,Salary,S4257
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,46,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5376
Active,Mechanic,Factory-West,Manufacturing,Product,Union,Regular Employee FT,48,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3343
Active,Mechanic,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,64,Boomer,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3306
Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,64,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1455
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S351
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,32,Generation X,Male,A,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2082
Active,Technician,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,41,Generation X,Male,B,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S2567
Active,Analyst,Operations-East,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S450
Active,Labor,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,48,Generation X,Male,W,Meets & Exceeds,Not assigned,Weekly,F,Hourly,S3579
Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,22,Generation Y,Male,H,Too New,Not assigned,Weekly,F,Hourly,S3601
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,62,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1410
Active,Installer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,55,Boomer,Male,H,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S1845
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,30,Generation Y,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3763
Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee PT,23,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S1479
Active,Laborer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,63,Boomer,Male,A,Developing/Meets Some,Not assigned,Weekly,F,Hourly,S4021
Active,Driver,Support,Support,Product,Union,Regular Employee FT,48,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3405
Active,Director,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,43,Generation X,Female,W,No Rating,No Rating,Semi-Mont,T,Salary,S4196
Terminated,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,23,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3695
Active,Installer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,51,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1208
Active,Analyst,Support,Support,Product,Non-Union,Regular Employee FT,27,Generation Y,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2578
Terminated,Operator,Factory-East,Manufacturing,Product,Union,Regular Employee FT,39,Generation X,Female,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1368
Active,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3940
Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,32,Generation X,Female,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,T,Salary,S4695
Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,46,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5251
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,40,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S152
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,35,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S435
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,47,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2298
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,22,Generation Y,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3582
Active,Laborer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,61,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1019
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,42,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1858
Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,22,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2253
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,48,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3560
Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1027
Active,Manager,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,44,Generation X,Female,A,Meets & Exceeds,Not assigned,Semi-Mont,T,Salary,S4172
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,28,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Daily,S512
Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,45,Generation X,Male,H,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1484
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,30,Generation Y,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2383
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,45,Generation X,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3396
Active,Technician,Support,Support,Product,Non-Union,Regular Employee FT,24,Generation Y,Female,H,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S4007
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,34,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1983
Active,Laborer,Factory-East,Manufacturing,Product,Union,Regular Employee FT,54,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1303
Active,Supervisor,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,39,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Semi-Mont,T,Salary,S4399
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,49,Boomer,Female,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S1323
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,26,Generation Y,Female,W,Too New,Not assigned,Weekly,F,Hourly,S3479
Active,Coordinator,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,27,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1017
Active,Account Manager,Sales-East,Sales,Sales,Union,Regular Employee FT,52,Boomer,Male,W,No Rating,No Rating,Weekly,F,Daily,S774
